flagged,frequency,predicted,date,running_avg
Jodi,3,0.3333333333333333,2019-01-01,0.2
BurpSuite,3,0.0,2019-01-01,0.0
INetSim,3,0.0,2019-01-01,0.0
Shmoly,3,0.0,2019-01-01,0.0
Ariel,2,1.0,2019-01-01,1.0
BadUSB,2,1.0,2019-01-01,1.0
CBinsights,2,1.0,2019-01-01,1.0
Ccleaner,2,1.0,2019-01-01,1.0
Diego,2,1.0,2019-01-01,0.6376811594202898
GandCrab,2,1.0,2019-01-01,1.0
Jane,2,1.0,2019-01-01,1.0
Jongin,2,1.0,2019-01-01,1.0
JungleSec,2,1.0,2019-01-01,1.0
Krystal,2,1.0,2019-01-01,1.0
NotPetya,2,1.0,2019-01-01,1.0
Roma225,2,1.0,2019-01-01,1.0
VPNFilter,2,1.0,2019-01-01,1.0
Hassan,2,0.5,2019-01-01,0.5
JoyMasher,2,0.5,2019-01-01,0.5
OpSec,2,0.5,2019-01-01,0.5
Popsugar,2,0.5,2019-01-01,0.5
DreamPort,2,0.0,2019-01-01,0.0
Haddish,2,0.0,2019-01-01,0.0
Jennie,2,0.0,2019-01-01,0.0
Norton,2,0.0,2019-01-01,0.0
Portman,2,0.0,2019-01-01,0.0
Subaru,2,0.0,2019-01-01,0.0
SystemCare,2,0.0,2019-01-01,0.0
Adderall,1,1.0,2019-01-01,1.0
Anarklik,1,1.0,2019-01-01,1.0
Artisanal,1,1.0,2019-01-01,1.0
AttijariThe,1,1.0,2019-01-01,1.0
Battlestar,1,1.0,2019-01-01,1.0
BitPaymer,1,1.0,2019-01-01,1.0
BlueRain,1,1.0,2019-01-01,1.0
BoingBoing,1,1.0,2019-01-01,1.0
Cheffie,1,1.0,2019-01-01,1.0
Colin,1,1.0,2019-01-01,1.0
CrySIS,1,1.0,2019-01-01,1.0
Cylon,1,1.0,2019-01-01,1.0
DanaBot,1,1.0,2019-01-01,1.0
Danabot,1,1.0,2019-01-01,1.0
Decryptor,1,1.0,2019-01-01,1.0
Decryptors,1,1.0,2019-01-01,1.0
Econoff,1,1.0,2019-01-01,1.0
Felix,1,1.0,2019-01-01,0.5
Fruitfly,1,1.0,2019-01-01,1.0
GPlayed,1,1.0,2019-01-01,1.0
Galactica,1,1.0,2019-01-01,1.0
Getty,1,1.0,2019-01-01,1.0
GettyImage,1,1.0,2019-01-01,1.0
Googs,1,1.0,2019-01-01,1.0
GootKit,1,1.0,2019-01-01,1.0
Gozi,1,1.0,2019-01-01,1.0
Harboo,1,1.0,2019-01-01,1.0
Horsehockey,1,1.0,2019-01-01,1.0
Keybase,1,1.0,2019-01-01,0.5
Kujawa,1,1.0,2019-01-01,1.0
Lawers,1,1.0,2019-01-01,1.0
LockCrypt,1,1.0,2019-01-01,1.0
LosAngelesTimes,1,1.0,2019-01-01,1.0
McNew,1,1.0,2019-01-01,0.25
Mozilla,1,1.0,2019-01-01,1.0
MuddyWater,1,1.0,2019-01-01,1.0
Nitin,1,1.0,2019-01-01,1.0
NoPetya,1,1.0,2019-01-01,0.8
Nymeria,1,1.0,2019-01-01,1.0
Ordinypt,1,1.0,2019-01-01,1.0
Paylaod,1,1.0,2019-01-01,1.0
Petya,1,1.0,2019-01-01,1.0
PonyForx,1,1.0,2019-01-01,1.0
Ransomnix,1,1.0,2019-01-01,1.0
Retdec,1,1.0,2019-01-01,1.0
Rica,1,1.0,2019-01-01,1.0
Rohan,1,1.0,2019-01-01,1.0
Sater,1,1.0,2019-01-01,1.0
Sofacy,1,1.0,2019-01-01,1.0
Soicy,1,1.0,2019-01-01,1.0
Spartacus,1,1.0,2019-01-01,1.0
Spiffit,1,1.0,2019-01-01,1.0
Stuxnet,1,1.0,2019-01-01,1.0
TCFake,1,1.0,2019-01-01,1.0
TDSSKiler,1,1.0,2019-01-01,1.0
Troldesh,1,1.0,2019-01-01,1.0
Underminer,1,1.0,2019-01-01,1.0
VMRay,1,1.0,2019-01-01,1.0
Veeramani,1,1.0,2019-01-01,1.0
Viegas,1,1.0,2019-01-01,1.0
Virusdie,1,1.0,2019-01-01,1.0
Washoe,1,1.0,2019-01-01,1.0
WindTail,1,1.0,2019-01-01,1.0
Zephyr18,1,1.0,2019-01-01,1.0
zonehThis,1,1.0,2019-01-01,1.0
ActorsDon,1,0.0,2019-01-01,0.0
Acumin,1,0.0,2019-01-01,0.0
AutoHotKey,1,0.0,2019-01-01,0.0
Beyonc,1,0.0,2019-01-01,0.0
Bitdfender,1,0.0,2019-01-01,0.0
Booz,1,0.0,2019-01-01,0.0
Bwahahahahaha,1,0.0,2019-01-01,0.0
Cadillac,1,0.0,2019-01-01,0.0
Carlton,1,0.0,2019-01-01,0.3333333333333333
Casey,1,0.0,2019-01-01,0.5
Citibank,1,0.0,2019-01-01,0.0
Cyrptocoin,1,0.0,2019-01-01,0.0
Daytona,1,0.0,2019-01-01,0.0
DetectX,1,0.0,2019-01-01,0.0
Donnell,1,0.0,2019-01-01,0.5
EMPs,1,0.0,2019-01-01,0.0
Elderwood,1,0.0,2019-01-01,0.0
ExtraRails,1,0.0,2019-01-01,0.0
Falwell,1,0.0,2019-01-01,0.0
Forbes,1,0.0,2019-01-01,0.125
Googy,1,0.0,2019-01-01,0.0
Hackmaggedon,1,0.0,2019-01-01,0.0
HighTech,1,0.0,2019-01-01,0.0
Inno,1,0.0,2019-01-01,0.0
Jrnl,1,0.0,2019-01-01,0.0
KoDDoS,1,0.0,2019-01-01,0.0
Lindsey,1,0.0,2019-01-01,0.5
LiveSafe,1,0.0,2019-01-01,0.0
Luana,1,0.0,2019-01-01,0.0
M24oi,1,0.0,2019-01-01,0.0
Maney,1,0.0,2019-01-01,0.0
Marriott,1,0.0,2019-01-01,0.0
Minning,1,0.0,2019-01-01,0.0
Monty,1,0.0,2019-01-01,0.0
MoonRider,1,0.0,2019-01-01,0.0
NinjaFirewall,1,0.0,2019-01-01,0.0
Odallus,1,0.0,2019-01-01,0.0
Oniken,1,0.0,2019-01-01,0.0
POSTpe80,1,0.0,2019-01-01,0.0
ProgramBusiness,1,0.0,2019-01-01,0.0
Rosenstein,1,0.0,2019-01-01,0.0
Serena,1,0.0,2019-01-01,0.0
Shadowrun,1,0.0,2019-01-01,0.0
Shared2019,1,0.0,2019-01-01,0.0
Shellbot,1,0.0,2019-01-01,0.0
Shellcode,1,0.0,2019-01-01,0.0
Shiong,1,0.0,2019-01-01,0.0
Smap,1,0.0,2019-01-01,0.0
Snowcrash,1,0.0,2019-01-01,0.0
TSPlus,1,0.0,2019-01-01,0.0
Upto,1,0.0,2019-01-01,0.0
Urlhaus,1,0.0,2019-01-01,0.0
Vachon,1,0.0,2019-01-01,0.0
WinAPI,1,0.0,2019-01-01,0.0
Windshift,1,0.0,2019-01-01,0.0
Xinhua,1,0.0,2019-01-01,0.0
Zayn,1,0.0,2019-01-01,0.0
cyAlways,1,0.0,2019-01-01,0.0
iStockphoto,1,0.0,2019-01-01,0.0
Ryuk,209,1.0,2019-01-02,1.0
Emotet,48,1.0,2019-01-02,1.0
FilesLocker,33,1.0,2019-01-02,1.0
JungleSec,21,1.0,2019-01-02,1.0
WannaCry,10,1.0,2019-01-02,1.0
Shamoon,9,1.0,2019-01-02,1.0
LogRhythm,9,0.4444444444444444,2019-01-02,0.4444444444444444
Roma225,8,1.0,2019-01-02,1.0
GandCrab,5,1.0,2019-01-02,1.0
Jane,5,0.6,2019-01-02,0.7142857142857143
Fileless,4,1.0,2019-01-02,1.0
Diego,4,0.75,2019-01-02,0.6438356164383562
Mirai,3,1.0,2019-01-02,1.0
SamSam,3,1.0,2019-01-02,1.0
DreamPort,3,0.0,2019-01-02,0.0
Firefox,3,0.0,2019-01-02,0.0
AZORult,2,1.0,2019-01-02,1.0
BankBot,2,1.0,2019-01-02,1.0
Forbes,2,1.0,2019-01-02,0.3
HiddenBeer,2,1.0,2019-01-02,1.0
IRCBot,2,1.0,2019-01-02,1.0
Kraken,2,1.0,2019-01-02,1.0
Orlanda,2,1.0,2019-01-02,1.0
Paladion,2,1.0,2019-01-02,1.0
Th0r,2,1.0,2019-01-02,1.0
Troldesh,2,1.0,2019-01-02,1.0
Virobot,2,1.0,2019-01-02,1.0
nodeCrypto,2,1.0,2019-01-02,1.0
Steve,2,0.5,2019-01-02,0.3333333333333333
Allan,2,0.0,2019-01-02,0.0
Bambam,2,0.0,2019-01-02,0.5
Chris,2,0.0,2019-01-02,0.3333333333333333
Chungha,2,0.0,2019-01-02,0.0
Darmajaya,2,0.0,2019-01-02,0.0
Darren,2,0.0,2019-01-02,0.0
Dosen,2,0.0,2019-01-02,0.0
Falwell,2,0.0,2019-01-02,0.0
Getty,2,0.0,2019-01-02,0.6666666666666666
H8mail,2,0.0,2019-01-02,0.0
Hensley,2,0.0,2019-01-02,0.0
Norton,2,0.0,2019-01-02,0.0
Pulisic,2,0.0,2019-01-02,0.0
Romney,2,0.0,2019-01-02,0.0
Teliti,2,0.0,2019-01-02,0.0
Vba2Graph,2,0.0,2019-01-02,0.0
Benson,1,1.0,2019-01-02,1.0
Bexi,1,1.0,2019-01-02,1.0
BitPaymer,1,1.0,2019-01-02,1.0
CKid,1,1.0,2019-01-02,1.0
CamuBot,1,1.0,2019-01-02,1.0
Cerber,1,1.0,2019-01-02,1.0
ColdRoot,1,1.0,2019-01-02,1.0
CryptoWire,1,1.0,2019-01-02,1.0
Cryptor,1,1.0,2019-01-02,1.0
DevProConnect,1,1.0,2019-01-02,1.0
Ebru,1,1.0,2019-01-02,1.0
Elektrum,1,1.0,2019-01-02,1.0
FloodBots,1,1.0,2019-01-02,1.0
Fruitfly,1,1.0,2019-01-02,1.0
GoScanSSH,1,1.0,2019-01-02,1.0
Gozi,1,1.0,2019-01-02,1.0
HackRead,1,1.0,2019-01-02,1.0
Hashcat,1,1.0,2019-01-02,1.0
Haskell,1,1.0,2019-01-02,1.0
ITProPortal,1,1.0,2019-01-02,1.0
Jenkins,1,1.0,2019-01-02,1.0
Kassner,1,1.0,2019-01-02,1.0
Knownsec,1,1.0,2019-01-02,1.0
Kong,1,1.0,2019-01-02,0.25
Lenny,1,1.0,2019-01-02,1.0
Magecart,1,1.0,2019-01-02,1.0
Mailbomb,1,1.0,2019-01-02,1.0
Mailbomber,1,1.0,2019-01-02,1.0
Maktub,1,1.0,2019-01-02,1.0
McGuire,1,1.0,2019-01-02,1.0
Meterpreter,1,1.0,2019-01-02,1.0
Mimikatz,1,1.0,2019-01-02,1.0
Moeboid,1,1.0,2019-01-02,1.0
NetPass,1,1.0,2019-01-02,1.0
Newpapers,1,1.0,2019-01-02,1.0
NotPetya,1,1.0,2019-01-02,1.0
Numan,1,1.0,2019-01-02,1.0
Palo,1,1.0,2019-01-02,1.0
Patton,1,1.0,2019-01-02,1.0
Phell,1,1.0,2019-01-02,1.0
PhishingKitTracker,1,1.0,2019-01-02,1.0
Pocsuite,1,1.0,2019-01-02,1.0
Retefe,1,1.0,2019-01-02,1.0
Santy,1,1.0,2019-01-02,1.0
Sony,1,1.0,2019-01-02,0.42857142857142855
StorageCrypt,1,1.0,2019-01-02,1.0
TGun,1,1.0,2019-01-02,1.0
TechSpot,1,1.0,2019-01-02,0.25
TheSAScon,1,1.0,2019-01-02,1.0
Threadreaderapp,1,1.0,2019-01-02,1.0
Traning,1,1.0,2019-01-02,1.0
TrickBot,1,1.0,2019-01-02,1.0
Trickbot,1,1.0,2019-01-02,1.0
Ultrasurf,1,1.0,2019-01-02,1.0
Underminer,1,1.0,2019-01-02,1.0
Ursnif,1,1.0,2019-01-02,1.0
Ustealer,1,1.0,2019-01-02,1.0
VPNFilter,1,1.0,2019-01-02,1.0
WindTail,1,1.0,2019-01-02,1.0
WisdomEyes,1,1.0,2019-01-02,1.0
Yadboo,1,1.0,2019-01-02,1.0
Zorro,1,1.0,2019-01-02,1.0
stoQ,1,1.0,2019-01-02,1.0
touchID,1,1.0,2019-01-02,1.0
1600Cr,1,0.0,2019-01-02,0.0
526Cr,1,0.0,2019-01-02,0.0
Alexa,1,0.0,2019-01-02,0.0
Andrei,1,0.0,2019-01-02,0.0
Antonio,1,0.0,2019-01-02,0.0
Aubrey,1,0.0,2019-01-02,0.0
Ausw,1,0.0,2019-01-02,0.0
Becker,1,0.0,2019-01-02,0.0
Blueliv,1,0.0,2019-01-02,0.0
Brett,1,0.0,2019-01-02,0.0
Brosig,1,0.0,2019-01-02,0.0
BruteX,1,0.0,2019-01-02,0.0
CSOonline,1,0.0,2019-01-02,0.0
Cameron,1,0.0,2019-01-02,0.0
Carbiner,1,0.0,2019-01-02,0.0
Chiriac,1,0.0,2019-01-02,0.0
Clickjacking,1,0.0,2019-01-02,0.0
Comparitech,1,0.0,2019-01-02,0.0
Computech,1,0.0,2019-01-02,0.0
Cotaie,1,0.0,2019-01-02,0.0
CrunchyRoll,1,0.0,2019-01-02,0.0
Denbow,1,0.0,2019-01-02,0.0
Diag,1,0.0,2019-01-02,0.0
Diya,1,0.0,2019-01-02,0.0
DogHousePower,1,0.0,2019-01-02,0.0
Donald,1,0.0,2019-01-02,0.0
Donnell,1,0.0,2019-01-02,0.3333333333333333
ECard,1,0.0,2019-01-02,0.0
Elena,1,0.0,2019-01-02,0.0
EncryptPad,1,0.0,2019-01-02,0.0
Farsight,1,0.0,2019-01-02,0.0
Firstrowtv,1,0.0,2019-01-02,0.0
Fricke,1,0.0,2019-01-02,0.0
Gast,1,0.0,2019-01-02,0.0
Geek3,1,0.0,2019-01-02,0.0
Gristwood,1,0.0,2019-01-02,0.0
Grobman,1,0.0,2019-01-02,0.0
Grrrr,1,0.0,2019-01-02,0.0
Gunzenreiner,1,0.0,2019-01-02,0.0
Guruji,1,0.0,2019-01-02,0.0
Gutierrez,1,0.0,2019-01-02,0.0
Howto,1,0.0,2019-01-02,0.0
Huhu,1,0.0,2019-01-02,0.0
ITGovernance,1,0.0,2019-01-02,0.0
Infoga,1,0.0,2019-01-02,0.0
Insalling,1,0.0,2019-01-02,0.0
IntelliStore,1,0.0,2019-01-02,0.0
Irancell,1,0.0,2019-01-02,0.0
Jaspreet,1,0.0,2019-01-02,0.0
Jesse,1,0.0,2019-01-02,0.0
Jochen,1,0.0,2019-01-02,0.0
KFIOFan,1,0.0,2019-01-02,0.0
Katie,1,0.0,2019-01-02,0.0
Kenneth,1,0.0,2019-01-02,0.0
Kenoobi,1,0.0,2019-01-02,0.0
Keyfinder,1,0.0,2019-01-02,0.0
Kiesha,1,0.0,2019-01-02,0.0
Kitahara,1,0.0,2019-01-02,0.0
Knowles,1,0.0,2019-01-02,0.0
Knuth,1,0.0,2019-01-02,0.0
Koyama,1,0.0,2019-01-02,0.0
LabPhon,1,0.0,2019-01-02,0.0
Laurent,1,0.0,2019-01-02,0.0
Libssh,1,0.0,2019-01-02,0.0
Lindsey,1,0.0,2019-01-02,0.3333333333333333
Luis,1,0.0,2019-01-02,0.0
Megaleak,1,0.0,2019-01-02,0.0
Meyer,1,0.0,2019-01-02,0.0
Mickens,1,0.0,2019-01-02,0.0
MintzIT,1,0.0,2019-01-02,0.0
Mittware,1,0.0,2019-01-02,0.0
Mozilla,1,0.0,2019-01-02,0.5
MysteryBrand,1,0.0,2019-01-02,0.0
Newegg,1,0.0,2019-01-02,0.0
Normile,1,0.0,2019-01-02,0.0
OLEv1,1,0.0,2019-01-02,0.0
Ojama,1,0.0,2019-01-02,0.0
Oooo,1,0.0,2019-01-02,0.0
Otworzy,1,0.0,2019-01-02,0.0
Owlteria,1,0.0,2019-01-02,0.0
Parthasarathy,1,0.0,2019-01-02,0.0
PassView,1,0.0,2019-01-02,0.0
Payton,1,0.0,2019-01-02,0.0
PeStudio,1,0.0,2019-01-02,0.0
Pierroz,1,0.0,2019-01-02,0.0
Piotr,1,0.0,2019-01-02,0.0
Politik,1,0.0,2019-01-02,0.0
Qemu,1,0.0,2019-01-02,0.0
Qradar,1,0.0,2019-01-02,0.0
Quashie,1,0.0,2019-01-02,0.0
Quavo,1,0.0,2019-01-02,0.0
Quistling,1,0.0,2019-01-02,0.0
RTOs,1,0.0,2019-01-02,0.0
ReporterDateCommentCategories,1,0.0,2019-01-02,0.0
Rozwood,1,0.0,2019-01-02,0.0
Ryan,1,0.0,2019-01-02,0.0
Rylan,1,0.0,2019-01-02,0.0
Salunkhe,1,0.0,2019-01-02,0.0
Schooley,1,0.0,2019-01-02,0.0
Seon,1,0.0,2019-01-02,0.0
Serpa,1,0.0,2019-01-02,0.0
SharpWeb,1,0.0,2019-01-02,0.0
Shinigamis,1,0.0,2019-01-02,0.0
Shukrun,1,0.0,2019-01-02,0.0
SimpleOoh,1,0.0,2019-01-02,0.0
SlideShare,1,0.0,2019-01-02,0.0
SmashingJurnalists,1,0.0,2019-01-02,0.0
SophosLabs,1,0.0,2019-01-02,0.0
Staddon,1,0.0,2019-01-02,0.0
Stanbridge,1,0.0,2019-01-02,0.0
Staurovsky,1,0.0,2019-01-02,0.0
Stefanie,1,0.0,2019-01-02,0.0
Sterrett,1,0.0,2019-01-02,0.0
Stream4,1,0.0,2019-01-02,0.0
Stryker,1,0.0,2019-01-02,0.0
Systweak,1,0.0,2019-01-02,0.0
Szaroletta,1,0.0,2019-01-02,0.0
TagDiv,1,0.0,2019-01-02,0.0
Targered,1,0.0,2019-01-02,0.0
Tecan,1,0.0,2019-01-02,0.0
TenIntelligence,1,0.0,2019-01-02,0.0
Teri,1,0.0,2019-01-02,0.0
ThreatCloud,1,0.0,2019-01-02,0.0
ThreatSense,1,0.0,2019-01-02,0.0
Threatlist,1,0.0,2019-01-02,0.0
ThunderDNS,1,0.0,2019-01-02,0.0
Tidwell,1,0.0,2019-01-02,0.0
Toshiyuki,1,0.0,2019-01-02,0.0
TreasureHunter,1,0.0,2019-01-02,0.0
UltimateMember,1,0.0,2019-01-02,0.0
Umeshwer,1,0.0,2019-01-02,0.0
Upto,1,0.0,2019-01-02,0.0
VPNz,1,0.0,2019-01-02,0.0
VSCode,1,0.0,2019-01-02,0.0
Valentin,1,0.0,2019-01-02,0.0
Vedant,1,0.0,2019-01-02,0.0
Viktoras,1,0.0,2019-01-02,0.0
Vlasovas,1,0.0,2019-01-02,0.0
Vrain,1,0.0,2019-01-02,0.0
Wavestone,1,0.0,2019-01-02,0.0
WebBrowserPassView,1,0.0,2019-01-02,0.0
Wikia,1,0.0,2019-01-02,0.0
Wolkaniec,1,0.0,2019-01-02,0.0
Wordlist,1,0.0,2019-01-02,0.0
Wordlistctl,1,0.0,2019-01-02,0.0
XcodeGhost,1,0.0,2019-01-02,0.0
Yoon,1,0.0,2019-01-02,0.0
ZapSpot,1,0.0,2019-01-02,0.0
Zenis,1,0.0,2019-01-02,0.0
Ryuk,132,1.0,2019-01-03,1.0
Emotet,54,1.0,2019-01-03,1.0
FilesLocker,38,1.0,2019-01-03,1.0
Fileless,23,1.0,2019-01-03,1.0
Mirai,21,1.0,2019-01-03,1.0
Formbook,8,1.0,2019-01-03,1.0
JungleSec,6,1.0,2019-01-03,1.0
NRSMiner,6,1.0,2019-01-03,1.0
WindTail,6,1.0,2019-01-03,1.0
WannaCry,5,1.0,2019-01-03,1.0
EternalBlue,4,1.0,2019-01-03,1.0
FormBook,4,1.0,2019-01-03,1.0
SamSam,4,1.0,2019-01-03,1.0
Zegost,3,1.0,2019-01-03,1.0
Alexa,3,0.3333333333333333,2019-01-03,0.09090909090909093
Norton,3,0.3333333333333333,2019-01-03,0.1
Cloudflare,3,0.0,2019-01-03,0.0
DreamPort,3,0.0,2019-01-03,0.0
Firefox,3,0.0,2019-01-03,0.0
AMCleanerCA,2,1.0,2019-01-03,1.0
Diego,2,1.0,2019-01-03,0.6533333333333333
GameOver,2,1.0,2019-01-03,1.0
GandCrab,2,1.0,2019-01-03,1.0
Lokibot,2,1.0,2019-01-03,1.0
Miori,2,1.0,2019-01-03,1.0
MobSTSPY,2,1.0,2019-01-03,1.0
SecuritynewsEmotet,2,1.0,2019-01-03,1.0
Underminer,2,1.0,2019-01-03,1.0
Virobot,2,1.0,2019-01-03,1.0
Dunn,2,0.5,2019-01-03,0.5
Eric,2,0.5,2019-01-03,0.5
Affects16,2,0.0,2019-01-03,0.0
Andreas,2,0.0,2019-01-03,0.0
KubeNet,2,0.0,2019-01-03,0.0
Mimicspam,2,0.0,2019-01-03,0.0
OneXafe,2,0.0,2019-01-03,0.0
SystemCare,2,0.0,2019-01-03,0.0
Anitop,1,1.0,2019-01-03,1.0
Aracn,1,1.0,2019-01-03,1.0
BInc,1,1.0,2019-01-03,1.0
BitPaymer,1,1.0,2019-01-03,1.0
BlackEnergy3,1,1.0,2019-01-03,1.0
BluVector,1,1.0,2019-01-03,1.0
Bomaki,1,1.0,2019-01-03,1.0
BonziBuddy,1,1.0,2019-01-03,1.0
Bundestag,1,1.0,2019-01-03,1.0
Bward,1,1.0,2019-01-03,1.0
Coverup,1,1.0,2019-01-03,1.0
CrashOverride,1,1.0,2019-01-03,1.0
DNSMessenger,1,1.0,2019-01-03,1.0
Dec2018,1,1.0,2019-01-03,1.0
Dragos,1,1.0,2019-01-03,1.0
Eatun,1,1.0,2019-01-03,1.0
Elctrum,1,1.0,2019-01-03,1.0
EmailBomber,1,1.0,2019-01-03,1.0
EnyBeny,1,1.0,2019-01-03,1.0
Finnance,1,1.0,2019-01-03,1.0
Fruitfly,1,1.0,2019-01-03,1.0
Gigamon,1,1.0,2019-01-03,1.0
GritDaily,1,1.0,2019-01-03,1.0
Industroyer,1,1.0,2019-01-03,1.0
Jeremy,1,1.0,2019-01-03,1.0
Kapersky,1,1.0,2019-01-03,1.0
Khalesi,1,1.0,2019-01-03,1.0
KnupFlood,1,1.0,2019-01-03,1.0
LabCorp,1,1.0,2019-01-03,1.0
Limon,1,1.0,2019-01-03,1.0
LockCrypt,1,1.0,2019-01-03,1.0
Malspam,1,1.0,2019-01-03,1.0
Manafort,1,1.0,2019-01-03,1.0
Marriott,1,1.0,2019-01-03,0.2
MartyMcFly,1,1.0,2019-01-03,1.0
MassMiner,1,1.0,2019-01-03,1.0
Mavaliya,1,1.0,2019-01-03,1.0
MessageRU,1,1.0,2019-01-03,1.0
Midsized,1,1.0,2019-01-03,1.0
Mobstspy,1,1.0,2019-01-03,1.0
Mylobot,1,1.0,2019-01-03,1.0
Nintendo,1,1.0,2019-01-03,0.75
NotPetya,1,1.0,2019-01-03,1.0
Ordinypt,1,1.0,2019-01-03,1.0
Pedidos,1,1.0,2019-01-03,1.0
Petya,1,1.0,2019-01-03,1.0
PhPen,1,1.0,2019-01-03,1.0
ProcessMgmt,1,1.0,2019-01-03,1.0
Project57,1,1.0,2019-01-03,1.0
Qtum,1,1.0,2019-01-03,1.0
Ramnit,1,1.0,2019-01-03,1.0
Ravi,1,1.0,2019-01-03,1.0
Resposta,1,1.0,2019-01-03,1.0
Ringtones,1,1.0,2019-01-03,1.0
Rochelle,1,1.0,2019-01-03,1.0
RoomDestroyer,1,1.0,2019-01-03,1.0
Samsam,1,1.0,2019-01-03,1.0
Schwake,1,1.0,2019-01-03,1.0
Searchitnow,1,1.0,2019-01-03,1.0
ShellExec,1,1.0,2019-01-03,1.0
ShieldApps,1,1.0,2019-01-03,1.0
Siguen,1,1.0,2019-01-03,1.0
Sofacy,1,1.0,2019-01-03,1.0
Soicy,1,1.0,2019-01-03,1.0
Stuxnet,1,1.0,2019-01-03,1.0
TCFake,1,1.0,2019-01-03,1.0
Tsidulko,1,1.0,2019-01-03,1.0
Uudjvu,1,1.0,2019-01-03,1.0
VMRay,1,1.0,2019-01-03,1.0
VelvetSweatshop,1,1.0,2019-01-03,1.0
Vencimiento,1,1.0,2019-01-03,1.0
WisdomEyes,1,1.0,2019-01-03,1.0
Zebrocy,1,1.0,2019-01-03,1.0
dAMnIT,1,1.0,2019-01-03,1.0
mGuard,1,1.0,2019-01-03,1.0
5niKlzn,1,0.0,2019-01-03,0.0
Abierto,1,0.0,2019-01-03,0.0
Actrix,1,0.0,2019-01-03,0.0
Alledged,1,0.0,2019-01-03,0.0
Alzheimer,1,0.0,2019-01-03,0.0
Andrea,1,0.0,2019-01-03,0.0
Bellum,1,0.0,2019-01-03,0.0
BoldCloud,1,0.0,2019-01-03,0.0
Brenna,1,0.0,2019-01-03,0.0
Brian,1,0.0,2019-01-03,0.5
Browsh,1,0.0,2019-01-03,0.0
CSPs,1,0.0,2019-01-03,0.0
CaixaBank,1,0.0,2019-01-03,0.0
ChannelE2E,1,0.0,2019-01-03,0.0
CleanMyMac,1,0.0,2019-01-03,0.0
Colmer,1,0.0,2019-01-03,0.0
CompTIA,1,0.0,2019-01-03,0.0
Crognale,1,0.0,2019-01-03,0.0
Crypomining,1,0.0,2019-01-03,0.0
CryptoVirus,1,0.0,2019-01-03,0.0
Cyrptojacking,1,0.0,2019-01-03,0.0
Davidson,1,0.0,2019-01-03,0.0
Debbie,1,0.0,2019-01-03,0.0
Decryptor,1,0.0,2019-01-03,0.5
Depts,1,0.0,2019-01-03,0.0
Desai,1,0.0,2019-01-03,0.0
Devaney,1,0.0,2019-01-03,0.0
Differentation,1,0.0,2019-01-03,0.0
Dodson,1,0.0,2019-01-03,0.0
Doesnt,1,0.0,2019-01-03,0.0
Domenica,1,0.0,2019-01-03,0.0
Doug,1,0.0,2019-01-03,0.0
Ducklin,1,0.0,2019-01-03,0.0
Elderwood,1,0.0,2019-01-03,0.0
Evgeniy,1,0.0,2019-01-03,0.0
Farsight,1,0.0,2019-01-03,0.0
Fidelis,1,0.0,2019-01-03,0.0
Fisher85M,1,0.0,2019-01-03,0.5
Fullkeygen,1,0.0,2019-01-03,0.0
GBHackers,1,0.0,2019-01-03,0.0
Garside,1,0.0,2019-01-03,0.0
Gautam,1,0.0,2019-01-03,0.0
GeoLang,1,0.0,2019-01-03,0.0
Gizmodo,1,0.0,2019-01-03,0.0
Gostei,1,0.0,2019-01-03,0.0
GreenDispenser,1,0.0,2019-01-03,0.0
Gupta,1,0.0,2019-01-03,0.0
HaTF,1,0.0,2019-01-03,0.0
HackersOnlineClub,1,0.0,2019-01-03,0.0
Helmeyer,1,0.0,2019-01-03,0.0
Herzog,1,0.0,2019-01-03,0.0
Hooman,1,0.0,2019-01-03,0.0
Humam,1,0.0,2019-01-03,0.0
Huttenlocher,1,0.0,2019-01-03,0.0
IYAcoLc5m,1,0.0,2019-01-03,0.0
JavBomber,1,0.0,2019-01-03,0.0
KEYone,1,0.0,2019-01-03,0.0
Kapoor,1,0.0,2019-01-03,0.0
Khalil,1,0.0,2019-01-03,0.0
Kitboga,1,0.0,2019-01-03,0.0
Lightroom,1,0.0,2019-01-03,0.0
LogRhythm,1,0.0,2019-01-03,0.4
Lukas,1,0.0,2019-01-03,0.0
Malwa,1,0.0,2019-01-03,0.0
McHoudini,1,0.0,2019-01-03,0.0
MedSec,1,0.0,2019-01-03,0.0
Megaleak,1,0.0,2019-01-03,0.0
Motorola,1,0.0,2019-01-03,0.0
Mueller,1,0.0,2019-01-03,0.5
Munin,1,0.0,2019-01-03,0.0
Navvosthundi,1,0.0,2019-01-03,0.0
Nergigante,1,0.0,2019-01-03,0.0
NewGounds,1,0.0,2019-01-03,0.0
Nipravsky,1,0.0,2019-01-03,0.0
Nmap,1,0.0,2019-01-03,0.0
NoVirusThanks,1,0.0,2019-01-03,0.0
Noam,1,0.0,2019-01-03,0.0
NuMSP,1,0.0,2019-01-03,0.0
OFedC,1,0.0,2019-01-03,0.0
OSArmor,1,0.0,2019-01-03,0.0
Opswat,1,0.0,2019-01-03,0.0
Oren,1,0.0,2019-01-03,0.0
P5AhWbm7m,1,0.0,2019-01-03,0.0
PCap,1,0.0,2019-01-03,0.0
Pacem,1,0.0,2019-01-03,0.0
Pago,1,0.0,2019-01-03,0.0
Papam,1,0.0,2019-01-03,0.0
Papewr,1,0.0,2019-01-03,0.0
